timestamp,co,voc,no2,eth
198002,1.69,0.80,1.95,2.77
198252,1.68,0.80,1.95,2.77
198502,1.69,0.80,1.95,2.77
198752,1.69,0.80,1.95,2.77
199002,1.69,0.80,1.95,2.77
199252,1.69,0.80,1.95,2.77
199502,1.69,0.80,1.95,2.77
199752,1.69,0.80,1.95,2.77
