timestamp,co,voc,no2,eth
456002,1.60,0.74,1.85,2.79
456252,1.60,0.74,1.85,2.79
456502,1.60,0.74,1.85,2.79
456752,1.60,0.74,1.85,2.79
457002,1.60,0.74,1.85,2.79
457252,1.60,0.74,1.85,2.79
457502,1.60,0.74,1.85,2.79
457752,1.60,0.74,1.84,2.79
