timestamp,co,voc,no2,eth
354002,1.62,0.75,1.88,2.78
354252,1.62,0.75,1.88,2.78
354502,1.62,0.75,1.88,2.78
354752,1.62,0.75,1.88,2.78
355002,1.62,0.75,1.88,2.78
355252,1.62,0.75,1.88,2.78
355502,1.62,0.75,1.88,2.78
355752,1.62,0.75,1.88,2.78
