timestamp,co,voc,no2,eth
498002,1.59,0.74,1.83,2.79
498252,1.59,0.74,1.83,2.78
498502,1.59,0.74,1.83,2.79
498752,1.59,0.74,1.83,2.79
499002,1.59,0.74,1.83,2.79
499252,1.59,0.74,1.83,2.79
499502,1.59,0.74,1.83,2.78
499752,1.59,0.74,1.83,2.79
