timestamp,co,voc,no2,eth
236002,1.67,0.80,1.94,2.78
236252,1.68,0.79,1.94,2.78
236502,1.68,0.80,1.94,2.78
236752,1.68,0.79,1.94,2.78
237002,1.67,0.79,1.94,2.78
237252,1.68,0.80,1.94,2.78
237502,1.67,0.79,1.94,2.78
237752,1.67,0.79,1.94,2.78
