timestamp,co,voc,no2,eth
368002,1.62,0.75,1.87,2.78
368252,1.62,0.75,1.87,2.78
368502,1.62,0.75,1.87,2.78
368752,1.62,0.75,1.87,2.78
369002,1.62,0.75,1.87,2.78
369252,1.62,0.75,1.87,2.78
369502,1.62,0.75,1.87,2.78
369752,1.62,0.75,1.87,2.78
