timestamp,co,voc,no2,eth
494002,1.59,0.74,1.84,2.79
494252,1.59,0.74,1.84,2.79
494502,1.59,0.74,1.83,2.79
494752,1.59,0.74,1.84,2.79
495002,1.59,0.74,1.83,2.79
495252,1.59,0.74,1.83,2.78
495502,1.59,0.74,1.83,2.79
495752,1.59,0.74,1.84,2.79
