timestamp,co,voc,no2,eth
434002,1.60,0.74,1.85,2.79
434252,1.60,0.74,1.85,2.79
434502,1.60,0.74,1.85,2.79
434752,1.60,0.74,1.85,2.79
435002,1.60,0.74,1.85,2.79
435252,1.60,0.74,1.85,2.79
435502,1.60,0.74,1.85,2.79
435752,1.60,0.74,1.85,2.79
