178502,1.69,0.81,1.96,2.77
178752,1.69,0.81,1.96,2.77
179002,1.69,0.81,1.96,2.77
179252,1.69,0.81,1.96,2.77
179502,1.69,0.81,1.96,2.77
179752,1.69,0.81,1.96,2.77
