timestamp,co,voc,no2,eth
426002,1.60,0.74,1.85,2.78
426252,1.60,0.74,1.85,2.79
426502,1.60,0.74,1.85,2.79
426752,1.60,0.75,1.85,2.79
427002,1.60,0.74,1.85,2.79
427252,1.60,0.74,1.85,2.79
427502,1.60,0.74,1.85,2.79
427752,1.60,0.74,1.85,2.79
