timestamp,co,voc,no2,eth
500002,1.59,0.74,1.83,2.79
500252,1.59,0.73,1.83,2.78
500502,1.59,0.74,1.83,2.79
500752,1.59,0.74,1.83,2.78
501002,1.59,0.74,1.83,2.79
501252,1.59,0.74,1.83,2.79
501502,1.59,0.74,1.83,2.79
501752,1.59,0.74,1.83,2.79
