timestamp,co,voc,no2,eth
214002,1.68,0.79,1.94,2.77
214252,1.68,0.79,1.94,2.77
214502,1.67,0.79,1.94,2.77
214752,1.68,0.79,1.94,2.77
215002,1.68,0.79,1.94,2.77
215252,1.68,0.79,1.94,2.77
215502,1.68,0.79,1.94,2.77
215752,1.68,0.79,1.94,2.77
