timestamp,co,voc,no2,eth
180002,1.69,0.81,1.96,2.77
180252,1.69,0.81,1.96,2.77
180502,1.69,0.81,1.96,2.77
180752,1.69,0.81,1.96,2.77
181002,1.69,0.81,1.96,2.77
181252,1.69,0.81,1.96,2.77
181502,1.69,0.81,1.96,2.77
181752,1.69,0.81,1.96,2.77
