timestamp,co,voc,no2,eth
340002,1.63,0.76,1.88,2.78
340252,1.63,0.76,1.88,2.78
340502,1.63,0.76,1.88,2.78
340752,1.63,0.76,1.88,2.78
341002,1.63,0.76,1.88,2.78
341252,1.63,0.76,1.88,2.78
341502,1.63,0.76,1.88,2.78
341752,1.63,0.75,1.88,2.78
