timestamp,co,voc,no2,eth
442002,1.60,0.74,1.85,2.78
442252,1.60,0.74,1.85,2.79
442502,1.60,0.74,1.85,2.79
442752,1.60,0.74,1.85,2.79
443002,1.60,0.74,1.85,2.79
443252,1.60,0.74,1.85,2.79
443502,1.60,0.74,1.85,2.79
443752,1.60,0.74,1.85,2.79
