timestamp,co,voc,no2,eth
226002,1.68,0.79,1.94,2.78
226252,1.68,0.79,1.94,2.78
226502,1.67,0.79,1.94,2.78
226752,1.68,0.79,1.94,2.78
227002,1.68,0.79,1.94,2.78
227252,1.68,0.79,1.94,2.78
227502,1.68,0.79,1.94,2.78
227752,1.67,0.79,1.94,2.78
