timestamp,co,voc,no2,eth
406002,1.61,0.75,1.86,2.79
406252,1.61,0.75,1.86,2.79
406502,1.61,0.75,1.86,2.79
406752,1.60,0.75,1.86,2.78
407002,1.61,0.75,1.86,2.79
407252,1.61,0.75,1.86,2.78
407502,1.61,0.75,1.86,2.78
407752,1.61,0.75,1.86,2.79
