timestamp,co,voc,no2,eth
418002,1.60,0.74,1.85,2.79
418252,1.60,0.75,1.86,2.78
418502,1.60,0.74,1.85,2.79
418752,1.60,0.75,1.85,2.79
419002,1.60,0.75,1.85,2.79
419252,1.60,0.75,1.86,2.79
419502,1.60,0.75,1.85,2.79
419752,1.60,0.75,1.85,2.78
