timestamp,co,voc,no2,eth
366002,1.62,0.75,1.87,2.78
366252,1.62,0.75,1.88,2.78
366502,1.62,0.75,1.87,2.78
366752,1.62,0.75,1.87,2.78
367002,1.62,0.75,1.87,2.78
367252,1.62,0.75,1.87,2.79
367502,1.62,0.75,1.87,2.79
367752,1.62,0.75,1.87,2.78
