timestamp,co,voc,no2,eth
472002,1.59,0.74,1.84,2.79
472252,1.59,0.74,1.84,2.79
472502,1.59,0.74,1.84,2.79
472752,1.60,0.74,1.84,2.79
473002,1.59,0.74,1.84,2.79
473252,1.59,0.74,1.84,2.79
473502,1.59,0.74,1.84,2.79
473752,1.59,0.74,1.84,2.79
