timestamp,co,voc,no2,eth
414002,1.60,0.75,1.85,2.79
414252,1.60,0.75,1.86,2.78
414502,1.60,0.74,1.86,2.78
414752,1.61,0.75,1.86,2.79
415002,1.60,0.74,1.86,2.78
415252,1.60,0.75,1.86,2.79
415502,1.61,0.75,1.85,2.79
415752,1.60,0.74,1.85,2.79
