timestamp,co,voc,no2,eth
446002,1.60,0.74,1.85,2.79
446252,1.60,0.74,1.85,2.78
446502,1.60,0.74,1.85,2.79
446752,1.60,0.74,1.85,2.79
447002,1.60,0.74,1.85,2.79
447252,1.60,0.74,1.85,2.79
447502,1.60,0.74,1.85,2.78
447752,1.60,0.74,1.85,2.79
