timestamp,co,voc,no2,eth
348002,1.63,0.75,1.88,2.78
348252,1.63,0.76,1.88,2.78
348502,1.62,0.75,1.88,2.78
348752,1.62,0.75,1.88,2.78
349002,1.62,0.76,1.88,2.78
349252,1.63,0.75,1.88,2.78
349502,1.63,0.75,1.88,2.78
349752,1.62,0.75,1.88,2.78
