timestamp,co,voc,no2,eth
316002,1.64,0.76,1.89,2.78
316252,1.64,0.76,1.89,2.78
316502,1.64,0.76,1.89,2.78
316752,1.64,0.76,1.89,2.78
317002,1.64,0.76,1.89,2.78
317252,1.64,0.76,1.89,2.78
317502,1.64,0.76,1.89,2.78
317752,1.64,0.76,1.89,2.78
