timestamp,co,voc,no2,eth
420002,1.60,0.74,1.85,2.79
420252,1.60,0.74,1.86,2.79
420502,1.60,0.75,1.85,2.79
420752,1.60,0.75,1.85,2.79
421002,1.60,0.74,1.85,2.79
421252,1.60,0.74,1.85,2.79
421502,1.60,0.74,1.85,2.79
421752,1.60,0.74,1.85,2.79
