timestamp,co,voc,no2,eth
400002,1.61,0.75,1.86,2.79
400252,1.61,0.75,1.86,2.79
400502,1.61,0.75,1.86,2.78
400752,1.61,0.75,1.86,2.78
401002,1.61,0.75,1.86,2.79
401252,1.61,0.75,1.86,2.78
401502,1.61,0.75,1.86,2.79
401752,1.61,0.75,1.86,2.79
