timestamp,co,voc,no2,eth
244002,1.67,0.79,1.93,2.78
244252,1.67,0.79,1.93,2.78
244502,1.67,0.79,1.93,2.78
244752,1.67,0.79,1.93,2.78
245002,1.67,0.79,1.93,2.78
245252,1.67,0.79,1.93,2.78
245502,1.67,0.79,1.93,2.78
245752,1.67,0.79,1.93,2.78
