timestamp,co,voc,no2,eth
220002,1.68,0.80,1.94,2.78
220252,1.68,0.79,1.94,2.78
220502,1.68,0.79,1.94,2.78
220752,1.68,0.79,1.94,2.78
221002,1.68,0.80,1.94,2.78
221252,1.68,0.79,1.94,2.78
221502,1.68,0.79,1.94,2.78
221752,1.68,0.79,1.94,2.78
