timestamp,co,voc,no2,eth
416002,1.60,0.74,1.85,2.79
416252,1.60,0.74,1.85,2.79
416502,1.60,0.75,1.86,2.79
416752,1.61,0.75,1.85,2.79
417002,1.60,0.75,1.86,2.78
417252,1.60,0.74,1.85,2.78
417502,1.61,0.75,1.86,2.79
417752,1.60,0.74,1.86,2.78
