timestamp,co,voc,no2,eth
430002,1.60,0.75,1.85,2.79
430252,1.60,0.74,1.85,2.79
430502,1.60,0.74,1.85,2.79
430752,1.60,0.74,1.85,2.79
431002,1.60,0.74,1.85,2.79
431252,1.60,0.74,1.85,2.79
431502,1.60,0.75,1.85,2.79
431752,1.60,0.74,1.85,2.79
