timestamp,co,voc,no2,eth
450002,1.60,0.74,1.85,2.79
450252,1.60,0.74,1.85,2.79
450502,1.60,0.74,1.85,2.79
450752,1.60,0.74,1.85,2.79
451002,1.60,0.74,1.85,2.78
451252,1.60,0.74,1.85,2.79
451502,1.60,0.74,1.85,2.78
451752,1.60,0.74,1.85,2.79
