timestamp,co,voc,no2,eth
346002,1.63,0.76,1.88,2.78
346252,1.63,0.76,1.88,2.78
346502,1.63,0.75,1.88,2.78
346752,1.63,0.76,1.88,2.78
347002,1.63,0.76,1.88,2.78
347252,1.63,0.75,1.88,2.78
347502,1.63,0.75,1.88,2.78
347752,1.63,0.75,1.88,2.78
