timestamp,co,voc,no2,eth
388002,1.61,0.75,1.86,2.78
388252,1.61,0.75,1.87,2.78
388502,1.61,0.75,1.86,2.78
388752,1.61,0.75,1.86,2.78
389002,1.61,0.75,1.87,2.78
389252,1.61,0.75,1.86,2.78
389502,1.61,0.75,1.86,2.78
389752,1.61,0.75,1.86,2.78
