timestamp,co,voc,no2,eth
336002,1.63,0.76,1.89,2.78
336252,1.63,0.76,1.89,2.78
336502,1.63,0.76,1.89,2.78
336752,1.63,0.76,1.89,2.78
337002,1.63,0.76,1.88,2.78
337252,1.63,0.76,1.89,2.78
337502,1.63,0.76,1.89,2.78
337752,1.63,0.76,1.88,2.78
